0	0
1	1
2	2
3	3
4	1
5	2
6	2
7	4
8	4
9	0
10	4
11	4
12	4
13	4
14	4
15	2
16	4
17	3
18	2
19	4
20	3
21	4
22	4
23	1
24	1
25	1
26	3
27	3
28	1
29	1
30	5
31	3
32	2
33	2
34	2
35	6
36	6
37	2
38	2
39	4
40	4
41	3
42	1
43	1
44	1
45	6
46	4
47	0
48	1
49	6
50	4
51	5
52	4
53	4
54	1
55	4
56	2
57	2
58	3
59	6
60	6
61	6
62	6
63	6
64	6
65	1
66	3
67	2
68	2
69	2
70	6
71	4
72	1
73	4
74	2
75	3
76	2
77	2
78	1
79	4
80	2
81	0
82	1
83	1
84	1
85	6
86	2
87	5
88	5
89	3
90	2
91	6
92	4
93	1
94	4
95	3
96	6
97	1
98	3
99	4
100	2
101	4
102	5
103	1
104	1
105	4
106	6
107	1
108	6
109	1
110	1
111	3
112	3
113	6
114	1
115	1
116	4
117	4
118	3
119	6
120	5
121	5
122	6
123	5
124	3
125	3
126	1
127	0
128	5
129	0
130	6
131	4
132	1
133	1
134	6
135	1
136	1
137	1
138	1
139	6
140	1
141	5
142	2
143	6
144	0
145	0
146	2
147	2
148	5
149	5
150	2
151	1
152	4
153	2
154	1
155	0
156	4
157	5
158	4
159	0
160	6
161	5
162	1
163	1
164	1
165	0
166	1
167	6
168	1
169	1
170	5
171	2
172	2
173	3
174	2
175	0
176	3
177	4
178	2
179	2
180	5
181	4
182	2
183	5
184	2
185	1
186	3
187	5
188	6
189	4
190	4
191	3
192	1
193	1
194	4
195	1
196	4
197	1
198	1
199	3
200	2
201	2
202	2
203	2
204	6
205	4
206	4
207	2
208	2
209	0
210	1
211	1
212	3
213	1
214	3
215	3
216	6
217	1
218	1
219	6
220	4
221	6
222	1
223	1
224	1
225	5
226	6
227	2
228	4
229	6
230	4
231	2
232	0
233	1
234	1
235	3
236	1
237	2
238	3
239	1
240	2
241	6
242	1
243	2
244	2
245	1
246	5
247	1
248	5
249	1
250	1
251	5
252	2
253	1
254	4
255	2
256	6
257	1
258	6
259	1
260	4
261	1
262	1
263	4
264	1
265	6
266	1
267	4
268	6
269	1
270	6
271	1
272	1
273	3
274	1
275	1
276	1
277	5
278	3
279	5
280	1
281	1
282	2
283	5
284	5
285	3
286	1
287	3
288	4
289	1
290	2
291	1
292	1
293	5
294	1
295	1
296	1
297	6
298	3
299	3
300	2
301	1
302	1
303	4
304	1
305	3
306	3
307	0
308	4
309	1
310	5
311	2
312	2
313	0
314	4
315	2
316	1
317	2
318	6
319	1
320	1
321	0
322	0
323	1
324	6
325	1
326	5
327	1
328	6
329	2
330	4
331	4
332	1
333	6
334	5
335	2
336	2
337	6
338	1
339	1
340	1
341	2
342	1
343	2
344	4
345	0
346	1
347	3
348	5
349	2
350	1
351	4
352	1
353	3
354	1
355	4
356	1
357	6
358	5
359	0
360	2
361	6
362	5
363	1
364	1
365	5
366	1
367	4
368	5
369	0
370	0
371	1
372	1
373	2
374	6
375	4
376	4
377	4
378	4
379	1
380	1
381	4
382	1
383	2
384	2
385	1
386	6
387	0
388	4
389	3
390	6
391	2
392	1
393	3
394	6
395	4
396	2
397	1
398	5
399	1
400	1
401	1
402	1
403	4
404	5
405	1
406	1
407	6
408	1
409	2
410	2
411	3
412	0
413	2
414	5
415	1
416	1
417	1
418	1
419	1
420	1
421	2
422	2
423	4
424	2
425	6
426	2
427	3
428	2
429	4
430	1
431	1
432	6
433	5
434	4
435	1
436	5
437	1
438	1
439	4
440	1
441	1
442	6
443	1
444	0
445	1
446	4
447	1
448	4
449	3
450	5
451	1
452	6
453	3
454	2
455	4
456	4
457	6
458	6
459	1
460	3
461	5
462	1
463	4
464	2
465	6
466	6
467	6
468	3
469	3
470	5
471	6
472	6
473	2
474	0
475	2
476	2
477	6
478	6
479	5
480	1
481	1
482	5
483	1
484	4
485	2
486	3
487	6
488	1
489	6
490	6
491	6
492	0
493	4
494	1
495	1
496	0
497	0
498	2
499	3
500	2
501	3
502	3
503	3
504	3
505	3
506	3
507	4
508	5
509	3
510	3
511	3
512	3
513	2
514	1
515	2
516	4
517	3
518	0
519	4
520	1
521	1
522	1
523	0
524	0
525	1
526	0
527	0
528	0
529	3
530	3
531	3
532	3
533	3
534	3
535	3
536	3
537	3
538	3
539	3
540	3
541	3
542	3
543	3
544	3
545	3
546	5
547	2
548	1
549	4
550	5
551	3
552	3
553	3
554	1
555	1
556	1
557	6
558	3
559	1
560	3
561	1
562	3
563	1
564	3
565	3
566	3
567	3
568	0
569	6
570	6
571	1
572	1
573	6
574	4
575	6
576	2
577	5
578	1
579	1
580	5
581	1
582	2
583	2
584	2
585	1
586	1
587	1
588	6
589	1
590	3
591	3
592	1
593	1
594	1
595	1
596	1
597	3
598	6
599	1
600	1
601	1
602	6
603	6
604	6
605	6
606	6
607	1
608	6
609	6
610	1
611	3
612	6
613	6
614	6
615	6
616	6
617	6
618	6
619	6
620	6
621	6
622	6
623	6
624	6
625	6
626	6
627	6
628	6
629	6
630	1
631	1
632	3
633	3
634	3
635	1
636	1
637	1
638	1
639	6
640	2
641	3
642	3
643	3
644	1
645	6
646	4
647	1
648	1
649	1
650	0
651	2
652	3
653	3
654	1
655	1
656	3
657	3
658	2
659	1
660	1
661	6
662	4
663	4
664	1
665	1
666	1
667	1
668	1
669	1
670	1
671	1
672	0
673	1
674	4
675	2
676	3
677	0
678	1
679	6
680	6
681	6
682	1
683	1
684	1
685	1
686	1
687	6
688	4
689	3
690	3
691	3
692	4
693	6
694	1
695	5
696	0
697	4
698	1
699	4
700	0
701	3
702	0
703	1
704	1
705	4
706	6
707	6
708	6
709	3
710	1
711	6
712	1
713	1
714	1
715	1
716	1
717	4
718	1
719	1
720	1
721	4
722	1
723	1
724	1
725	1
726	1
727	1
728	6
729	3
730	1
731	1
732	1
733	1
734	1
735	1
736	1
737	4
738	4
739	3
740	3
741	1
742	3
743	2
744	4
745	2
746	0
747	1
748	3
749	4
750	1
751	2
752	4
753	5
754	1
755	1
756	1
757	1
758	1
759	1
760	1
761	6
762	5
763	1
764	1
765	4
766	4
767	1
768	1
769	1
770	1
771	2
772	6
773	1
774	1
775	4
776	2
777	2
778	3
779	4
780	1
781	3
782	2
783	2
784	1
785	3
786	2
787	3
788	6
789	5
790	1
791	3
792	1
793	1
794	5
795	3
796	1
797	6
798	1
799	2
800	1
801	5
802	6
803	5
804	1
805	1
806	2
807	6
808	1
809	6
810	6
811	1
812	5
813	4
814	3
815	0
816	1
817	0
818	1
819	6
820	0
821	4
822	2
823	0
824	4
825	1
826	0
827	6
828	4
829	4
830	3
831	5
832	3
833	2
834	2
835	2
836	4
837	3
838	6
839	0
840	3
841	3
842	3
843	1
844	0
845	2
846	2
847	2
848	2
849	3
850	3
851	3
852	3
853	1
854	1
855	3
856	3
857	3
858	1
859	6
860	1
861	6
862	6
863	1
864	3
865	6
866	1
867	1
868	1
869	6
870	3
871	6
872	6
873	6
874	6
875	1
876	1
877	3
878	2
879	1
880	0
881	0
882	0
883	4
884	0
885	0
886	0
887	1
888	4
889	3
890	3
891	3
892	6
893	5
894	3
895	3
896	2
897	5
898	5
899	5
900	1
901	1
902	1
903	5
904	5
905	6
906	1
907	1
908	3
909	1
910	1
911	1
912	2
913	1
914	1
915	0
916	4
917	4
918	4
919	4
920	1
921	4
922	4
923	4
924	4
925	4
926	4
927	4
928	4
929	4
930	4
931	1
932	1
933	1
934	1
935	4
936	1
937	1
938	1
939	1
940	5
941	1
942	1
943	1
944	5
945	4
946	1
947	6
948	3
949	3
950	1
951	1
952	1
953	6
954	2
955	2
956	6
957	6
958	6
959	6
960	6
961	3
962	4
963	1
964	5
965	4
966	4
967	2
968	3
969	2
970	2
971	1
972	6
973	2
974	4
975	6
976	6
977	5
978	0
979	1
980	1
981	1
982	1
983	1
984	1
985	1
986	5
987	5
988	5
989	5
990	1
991	5
992	6
993	3
994	4
995	1
996	1
997	1
998	1
999	1
1000	0
1001	4
1002	4
1003	5
1004	3
1005	3
1006	6
1007	6
1008	6
1009	6
1010	6
1011	5
1012	1
1013	0
1014	0
1015	2
1016	1
1017	1
1018	1
1019	1
1020	1
1021	5
1022	0
1023	4
1024	0
1025	1
1026	6
1027	0
1028	0
1029	0
1030	4
1031	6
1032	6
1033	6
1034	0
1035	1
1036	1
1037	5
1038	1
1039	5
1040	5
1041	5
1042	1
1043	4
1044	1
1045	4
1046	1
1047	3
1048	1
1049	6
1050	1
1051	1
1052	3
1053	3
1054	3
1055	1
1056	2
1057	6
1058	2
1059	6
1060	1
1061	1
