0	11
11	0
1	20
20	1
20	21
2	22
2	21
22	2
21	2
21	20
3	10
4	8
5	14
14	5
6	12
6	18
12	6
7	8
8	4
8	7
9	19
10	3
13	24
15	4000
16	3974
3974	16
3974	3784
3974	3840
17	24
24	17
24	13
18	6
19	9
23	3110
3110	23
25	3202
3202	25
3202	3159
3202	3253
3202	3452
3202	3472
3202	3543
3202	3571
26	4315
27	3121
28	614
614	28
29	829
29	636
829	29
829	51
829	271
829	303
829	330
829	357
829	369
829	386
829	514
829	689
829	687
30	491
491	30
491	52
491	79
491	126
491	135
491	141
491	224
491	226
491	344
491	463
491	486
491	498
491	591
491	652
491	685
491	708
491	903
491	1398
31	159
31	409
31	466
31	782
31	802
32	709
709	32
709	53
709	311
709	436
33	210
210	33
210	36
210	65
210	90
210	173
210	179
210	203
210	204
210	413
210	213
210	242
210	257
210	285
210	288
210	318
210	362
210	376
210	398
210	404
210	431
210	438
210	445
210	454
210	490
210	544
210	548
210	588
210	595
210	615
210	626
210	669
210	675
210	773
210	801
210	811
210	820
210	841
34	194
194	34
194	1176
194	488
194	522
194	646
194	781
194	800
35	845
36	499
36	210
499	36
499	39
499	62
499	68
499	73
499	80
499	82
499	94
499	100
499	105
499	108
499	119
499	121
499	134
499	143
499	145
499	150
499	162
499	169
499	205
499	208
499	219
499	241
499	243
499	262
499	286
499	288
499	296
499	307
499	317
499	338
499	341
499	347
499	356
499	361
499	381
499	397
499	400
499	418
499	435
499	437
499	450
499	453
499	454
499	460
499	476
499	497
499	505
499	508
499	515
499	529
499	533
499	537
499	539
499	543
499	549
499	560
499	571
499	580
499	582
499	590
499	594
499	607
499	621
499	670
499	690
499	700
499	716
499	718
499	726
499	732
499	738
499	759
499	764
499	768
499	776
499	781
499	785
499	791
499	799
499	820
499	832
499	844
499	853
499	993
499	1996
37	843
37	86
37	179
37	355
37	365
37	379
37	438
37	751
843	37
843	46
843	74
843	188
843	234
843	241
843	388
843	400
843	409
843	523
843	658
843	691
843	816
843	328
843	299
843	844
38	227
38	271
38	357
38	369
38	695
38	750
39	499
40	299
40	814
299	40
299	144
299	1639
299	328
299	387
299	388
299	399
299	414
299	441
299	455
299	521
299	523
299	538
299	569
299	843
41	237
237	41
237	95
237	171
237	328
237	824
237	359
237	727
237	805
42	152
152	42
152	224
152	226
152	744
43	106
43	458
43	706
106	43
106	44
106	64
106	609
106	305
106	620
106	472
106	126
106	239
106	244
106	297
106	358
106	393
106	446
106	510
106	534
106	565
106	653
106	667
106	685
106	714
106	758
106	808
458	43
458	706
706	43
706	458
706	1023
706	1246
44	106
45	836
46	843
46	413
46	120
46	151
46	179
46	182
46	182
46	203
46	204
46	213
46	285
46	318
46	588
46	626
413	46
413	148
413	176
413	203
413	210
413	218
413	398
413	305
413	431
413	675
413	726
413	801
413	816
47	479
47	4484
479	47
479	140
479	322
479	464
479	474
479	1779
479	396
479	696
479	564
479	804
479	2282
479	4484
4484	47
4484	3814
4484	479
48	305
48	66
48	188
48	501
48	349
48	292
305	48
305	66
305	106
305	133
305	134
305	282
305	338
305	366
305	388
305	398
305	413
305	460
305	523
305	529
305	719
305	832
66	48
66	305
66	112
66	127
66	202
66	370
66	409
66	805
188	48
188	159
188	843
188	456
188	607
188	838
188	1668
501	48
501	112
501	120
501	292
501	618
501	838
349	48
349	61
349	159
349	352
349	375
349	446
349	481
349	595
349	661
349	669
349	734
349	838
292	48
292	92
292	154
292	167
292	179
292	216
292	381
292	402
292	412
292	418
292	430
292	433
292	494
292	501
292	605
292	621
292	657
292	669
292	756
292	793
292	814
292	836
292	842
292	993
292	1446
49	764
764	49
764	132
764	328
764	499
50	142
